br_class,mode,case_id,z1,z2,z3,rdx,rdy,rdz,cgx,cgy,cgz,devx,devy,devz,placed,unplaced,elapsed,timestamp_utc,run_id
BR0,C1_respect,6,0.689091,0.0,17.635417,6.441,10.743,19.4744,275.5312,103.9844,88.5781,18.9688,12.5156,21.4219,64,28,0.046289,2025-12-26T14:15:33.132114Z,20251226_141533.132114_seed0_C1_respect
BR0,C1_respect,7,0.724341,0.0,17.282609,7.4924,13.6593,12.6087,272.4348,100.587,96.1304,22.0652,15.913,13.8696,46,17,0.020066,2025-12-26T14:15:33.156467Z,20251226_141533.156467_seed0_C1_respect
BR0,C1_respect,8,0.755541,0.0,10.826087,2.3289,1.1896,22.0306,287.6413,115.1141,85.7663,6.8587,1.3859,24.2337,92,29,0.123942,2025-12-26T14:15:33.283186Z,20251226_141533.283186_seed0_C1_respect
BR0,C1_respect,9,0.696728,0.0,18.537736,9.8248,8.7942,14.94,265.566,106.2547,93.566,28.934,10.2453,16.434,53,22,0.041528,2025-12-26T14:15:33.326998Z,20251226_141533.326998_seed0_C1_respect
BR0,C1_respect,10,0.898577,0.0,5.761538,3.2859,2.5905,4.1725,284.8231,113.4821,105.4103,9.6769,3.0179,4.5897,195,21,0.555701,2025-12-26T14:15:33.886514Z,20251226_141533.886514_seed0_C1_respect
BR0,C1_respect,11,0.668754,0.0,14.042254,0.9541,17.524,17.1831,291.6901,96.0845,91.0986,2.8099,20.4155,18.9014,71,34,0.070103,2025-12-26T14:15:33.961157Z,20251226_141533.961157_seed0_C1_respect
BR0,C1_respect,12,0.688709,0.0,14.916667,3.2258,8.0472,23.5227,285.0,107.125,84.125,9.5,9.375,25.875,48,21,0.027566,2025-12-26T14:15:33.991971Z,20251226_141533.991971_seed0_C1_respect
BR0,C1_respect,13,0.785887,0.0,8.613741,3.7221,3.4978,9.8225,283.5385,112.425,99.1953,10.9615,4.075,10.8047,507,135,5.562035,2025-12-26T14:15:39.556901Z,20251226_141539.556901_seed0_C1_respect
BR0,C1_respect,14,0.831131,0.0,6.83871,3.2306,5.2316,4.4611,284.9859,110.4052,105.0927,9.5141,6.0948,4.9073,248,49,0.913938,2025-12-26T14:15:40.477613Z,20251226_141540.477613_seed0_C1_respect
BR0,C1_respect,15,0.776467,0.0,8.907407,0.8171,6.4765,15.2462,292.0938,108.9549,93.2292,2.4062,7.5451,16.7708,144,40,0.287918,2025-12-26T14:15:40.770453Z,20251226_141540.770453_seed0_C1_respect
BR0,C1_respect,16,0.722075,0.0,14.625641,5.108,14.1552,11.221,279.4569,100.0092,97.6569,15.0431,16.4908,12.3431,325,123,1.919422,2025-12-26T14:15:42.694024Z,20251226_141542.694024_seed0_C1_respect
BR0,C1_respect,17,0.83432,0.0,7.705882,4.4401,1.9461,7.0677,281.424,114.2328,102.2255,13.076,2.2672,7.7745,204,39,0.713859,2025-12-26T14:15:43.412528Z,20251226_141543.412528_seed0_C1_respect
BR0,C1_respect,18,0.858223,0.0,6.835541,2.206,6.7589,5.578,288.0033,108.6258,103.8642,6.4967,7.8742,6.1358,151,24,0.259232,2025-12-26T14:15:43.676037Z,20251226_141543.676037_seed0_C1_respect
BR0,C1_respect,19,0.839364,0.0,5.018929,2.4484,0.283,6.8333,287.2895,116.1704,102.4834,7.2105,0.3296,7.5166,361,67,2.226996,2025-12-26T14:15:45.907405Z,20251226_141545.907405_seed0_C1_respect
